object			
volume	37020d	Littré-Robin (1865-1873)	1873
term	Acide métaoléinique		
clique	Acide métaoléinique		
entry	Métapectine	0	
orth	Métapectine		
foreign	Metapektin	deu	
entry	Métapectinique	0	
orth	Métapectinique		
foreign	Métapeklinsüure	deu	
foreign	metapectinic acid	eng	
foreign	acido metapectinico	ita	
foreign	acido metapectinico	spa	
entry	Métapectique	0	
orth	Métapectique		
term	Acide métapectique		
clique	Acide métapectique		
entry	Métapédium	0	
orth	Métapédium		
entry	Métapeptone	0	
orth	Métapeptone		
clique	Peptone		
entry	Métaphlogose	0	
orth	Métaphlogose		
entry	Metaphosphate	0	
orth	Metaphosphate		
term	Métaphosphate de soude		
clique	Métaphosphate de soude | Phosphorique		
entry	Métaphosphorique	0	
orth	Métaphosphorique		
clique	Phosphorique		
entry	Métaphragme	0	
orth	Métaphragme		
entry	Métaphysique	0	
orth	Métaphysique		
term	Méthode métaphysique		
clique	Méthode métaphysique | Méthode		
entry	Métaphysique	1	
orth	Métaphysique		
foreign	Metaphysik	deu	
foreign	höhere Physik	deu	
foreign	metaphysics	eng	
foreign	metafsico	ita	
foreign	τὰ μετὰ τὰ φυσικὰ	grc	
term	Métaphysique médicale		
clique	Métaphysique médicale | Maladie | Nutbition		
pb	0958	0972	
entry	Métaplastique	0	
orth	Métaplastique		
entry	Métaporopoèse	0	
orth	Métaporopoèse		
foreign	metaporopœesis	lat	
foreign	μεταποροποίησις	grc	
clique	Hygrométricité		
entry	Métaptose	0	
orth	Métaptose		
foreign	metaptosis	lat	
foreign	Metaptosis	deu	
foreign	metaptosis	eng	
foreign	rnetaptosi	ita	
foreign	μετάπτωσις	grc	
clique	Diacrise		
entry	Métaschématisme	0	
orth	Métaschématisme		
foreign	metaschematismus	deu	
foreign	metaschematism	eng	
foreign	rnetascematismo	ita	
foreign	metasquernatismo	spa	
clique	Métabolique		
entry	Métastannate	0	
orth	Métastannate		
clique	Stannate		
entry	Métastannique	0	
orth	Métastannique		
clique	Stannique		
entry	Métastase	0	
orth	Métastase		
foreign	metastasis	lat	
foreign	Metastase	deu	
foreign	metastasis	eng	
foreign	metastasi	ita	
foreign	metastasis	spa	
foreign	μετάστασις	grc	
clique	Métastatique		
term	Métastase Purulente		
clique	Métastase Purulente | Infection		
entry	Métastatique	0	
orth	Métastatique		
foreign	metastaticus	lat	
foreign	metastatisch	deu	
foreign	metastatic	eng	
foreign	metastatico	ita	
foreign	metastatico	spa	
foreign	μεταστατικὸς	grc	
term	Abcès métastatiques		
clique	Abcès métastatiques | Abcès		
term	Affection métastatique		
clique	Affection métastatique		
term	Crise métastatique		
clique	Crise métastatique		
clique	Thermomètre		
entry	Métastyrol	0	
orth	Métastyrol		
entry	Métasyncrise	0	
orth	Métasyncrise		
foreign	metasyncrisis	lat	
foreign	Metasynkrisis	deu	
foreign	metasyncrisis	eng	
foreign	metasincriri	ita	
foreign	metasincrisis	spa	
foreign	μετασύγκρισις	grc	
clique	Nutrition		
entry	Métasyncritique	0	
orth	Métasyncritique		
foreign	metasyncriticus	lat	
foreign	metasynkritisch	deu	
foreign	metasyncritic	eng	
foreign	metasincritico	ita	
foreign	metasincritico	spa	
foreign	μετασυγκριτικὸς	grc	
term	Cyclemétasyncritique		
clique	Cyclemétasyncritique | Cycle | Régénération | Reconstituant		
term	Médicaments métasyncritiques		
clique	Médicaments métasyncritiques		
entry	Métatarse	0	
orth	Métatarse		
foreign	Mittelfuss	deu	
foreign	metatarsus	eng	
foreign	metatarso	ita	
foreign	metatarso	spa	
entry	Métatarsien	1	
orth	Métatarsien		
foreign	metatarseus	lat	
foreign	metatarsal	eng	
foreign	metatartico	ita	
foreign	metatarsiano	spa	
term	Artère métatarsienne		
clique	Artère métatarsienne		
term	Articulations métatarsiennes		
clique	Articulations métatarsiennes		
pb	0959	0973	
term	Os métatarsiens		
clique	Os métatarsiens		
term	Phalanges métatarsiennes		
clique	Phalanges métatarsiennes		
term	Rangée métatarsienne des os du tarse		
clique	Rangée métatarsienne des os du tarse | Tabse		
entry	Métatarso-phalangien	0	
orth	Métatarso-phalangien		
foreign	metatarsophalangianus	lat	
term	Articulations métatarso-phalangiennes		
clique	Articulations métatarso-phalangiennes		
term	Métatarso-phalangien du petit orteil		
clique	Métatarso-phalangien du petit orteil | Fléchisseur		
term	Métatarso-Phalangien du Pouce		
clique	Métatarso-Phalangien du Pouce | Abducteur | Abducteur du gros orteil		
term	Métatarso-sous-phalangien ou transversal du pouce		
clique	Métatarso-sous-phalangien ou transversal du pouce | Abducteur | Abducteur du gros orteü		
entry	Métatartrique	0	
orth	Métatartrique		
term	Acide métatartriqux		
clique	Acide métatartriqux | Saccharique		
entry	Métathèse	0	
orth	Métathèse		
foreign	metathesis	lat	
foreign	Versetzung	deu	
foreign	metathesis	eng	
foreign	metatesi	ita	
foreign	metatesis	spa	
foreign	μετάθεσις	grc	
entry	Métathorax	0	
orth	Métathorax		
clique	Infectes		
entry	Métathionique	0	
orth	Métathionique		
clique	Méthionique		
entry	Métatrophie	0	
orth	Métatrophie		
entry	Métazoïque	0	
orth	Métazoïque		
entry	Méteil	0	
orth	Méteil		
foreign	Mengkorn	deu	
foreign	meslin	eng	
foreign	mescolo	ita	
foreign	mesturà	spa	
entry	Météore	0	
orth	Météore		
foreign	meteora	lat	
foreign	meteor	deu	
foreign	meteor	eng	
foreign	meteora	ita	
foreign	meteoro	spa	
foreign	τὰ μετέωρα	grc	
clique	Foudre		
entry	Météorique	0	
orth	Météorique		
foreign	meteorisch	deu	
foreign	meteorical	eng	
foreign	meteorico	ita	
foreign	meteorico	spa	
term	Plantes météoriques		
clique	Plantes météoriques		
entry	Météorisation	0	
orth	Météorisation		
foreign	Aufblähung	deu	
foreign	meteorizacion	spa	
entry	Météorisme	0	
orth	Météorisme		
foreign	Meteorismus	deu	
foreign	meteorism	eng	
foreign	meteorismo	ita	
foreign	meteorismo	spa	
foreign	ἐμφύσησις	grc	
clique	Pneumatose		
entry	Météorologie	0	
orth	Météorologie		
foreign	meteorologia	lat	
foreign	Meteorologie	deu	
foreign	meteorology	eng	
foreign	meteorologia	ita	
foreign	meteorologia	spa	
entry	Météorologique	0	
orth	Météorologique		
foreign	meteorologicus	lat	
foreign	meteorologisch	deu	
foreign	meteorological	eng	
foreign	meteorologico	ita	
foreign	meteorologico	spa	
term	Observations météorologiques		
clique	Observations météorologiques		
term	Instruments météorologiques		
clique	Instruments météorologiques | baromètres | thermomètres | hygromètres | Foudre		
entry	Méthémérine	0	
orth	Méthémérine		
foreign	methemerina	lat	
entry	Méthémoglobine	0	
orth	Méthémoglobine		
entry	Méthionique, Métathionique	0	
orth	Méthionique		
orth	Métathionique		
clique	Thionique		
entry	Méthode	1	
orth	Méthode		
foreign	methodus	lat	
foreign	Methode	deu	
foreign	method	eng	
foreign	metodo	ita	
foreign	metodo	spa	
foreign	μέθοδος	grc	
clique	Doctrine		
pb	0960	0974	
clique	logique		
term	Méthode subjective, métaphysique, ou à priori		
clique	Méthode subjective, métaphysique, ou à priori		
term	Méthode objective, ou expérimentale, ou à Posteriori		
clique	Méthode objective, ou expérimentale, ou à Posteriori		
term	Méthode		
clique	Méthode | logique | Comparatif		
clique	Mélange		
clique	Abortif		
term	Méthode d’Anel		
clique	Méthode d’Anel | Anévrysme		
term	Méthode curative		
clique	Méthode curative		
term	Méthode cyclique		
clique	Méthode cyclique | Cycle		
term	Méthode ectrotique		
clique	Méthode ectrotique | Ectrotique		
term	Méthode endermique		
clique	Méthode endermique | Endermique		
term	Méthode de la flexion forcée		
clique	Méthode de la flexion forcée | Flexion		
term	Méthode graphique		
clique	Méthode graphique | Graphique		
term	Méthode homalographique		
clique	Méthode homalographique | Homalographique		
term	Méthode hypodermique		
clique	Méthode hypodermique | Hypodermique		
term	Méthode iotraleptique		
clique	Méthode iotraleptique | Iatraleptique		
term	Méthode numérique		
clique	Méthode numérique | Numérique | Statistique		
term	Méthodes opératoires		
clique	Méthodes opératoires		
term	Méthode perturbatrice		
clique	Méthode perturbatrice | Perturbateur		
term	Méthode sous-cutanée		
clique	Méthode sous-cutanée | Corps | Ponction | Région | Ténotomie | Corps étrangers		
entry	Méthodique	0	
orth	Méthodique		
foreign	methodicus	lat	
foreign	methodisch	deu	
foreign	methodical	eng	
foreign	metodico	ita	
foreign	metodico	spa	
clique	Méthodiste		
entry	Méthodisme	0	
orth	Méthodisme		
entry	Méthodiste	0	
orth	Méthodiste		
foreign	Methodist	deu	
foreign	methodist	eng	
foreign	metodisto	ita	
foreign	metodisto	spa	
term	Secte des méthodistes, ou méthodiques		
clique	Secte des méthodistes, ou méthodiques | Doctrine | Diatritaire		
entry	Méthodologie	0	
orth	Méthodologie		
foreign	Methodologie	deu	
foreign	methodology	eng	
foreign	metodologia	ita	
foreign	metodologia	spa	
term	Méthodologie médicale		
clique	Méthodologie médicale		
entry	Méthœnanthol	0	
orth	Méthœnanthol		
entry	Méthol	0	
orth	Méthol		
entry	Méthomanie	0	
orth	Méthomanie		
clique	Dipsomanie		
entry	Méthylacétique	0	
orth	Méthylacétique		
clique	Méthylique		
entry	Méthylacétone	0	
orth	Méthylacétone		
entry	Méthylal	0	
orth	Méthylal		
entry	Méthylamide	0	
orth	Méthylamide		
clique	Méthyliaque		
entry	Méthylate	0	
orth	Méthylate		
entry	Méthylazotique	0	
orth	Méthylazotique		
clique	Méthylique		
entry	Méthylcarbonique	0	
orth	Méthylcarbonique		
clique	Méthylique		
entry	Méthyle	0	
orth	Méthyle		
clique	Acétène		
entry	Méthylène	0	
orth	Méthylène		
foreign	Methylen	deu	
foreign	methylen	eng	
foreign	metileno	ita	
foreign	metileno	spa	
term	Acétate de méthylène		
clique	Acétate de méthylène | Mésite		
entry	Méthylglycocolle	0	
orth	Méthylglycocolle		
foreign	Sarcosine	lat	
entry	Méthyliaque	0	
orth	Méthyliaque		
entry	Méthylique	1	
orth	Méthylique		
term	Acides méthyliques		
clique	Acides méthyliques		
term	Alcool méthylique		
clique	Alcool méthylique		
term	Éther méthylique		
clique	Éther méthylique		
term	Éthers méthyliques composés		
clique	Éthers méthyliques composés		
pb	0961	0975	
term	Éthers méthyliques simples		
clique	Éthers méthyliques simples | Éther | Sulfurique		
entry	Méthylmercaptan	0	
orth	Méthylmercaptan		
foreign	acide méthylosulfhydrique	lat	
entry	Méthylœnanthique	0	
orth	Méthylœnanthique		
term	Éther méthylœnanthique		
clique	Éther méthylœnanthique | Œnakthique		
entry	Méthylosulfhydrique	0	
orth	Méthylosulfhydrique		
clique	Méthylique		
entry	Méthylosulfocyane	0	
orth	Méthylosulfocyane		
entry	Méthylosulfurique	0	
orth	Méthylosulfurique		
term	Acides méthylosulfuriques		
clique	Acides méthylosulfuriques		
entry	Méthyloxamide	0	
orth	Méthyloxamide		
entry	Méthylsalicylique, Méthylospiroylique	0	
orth	Méthylsalicylique		
orth	Méthylospiroylique		
clique	Gaulthérilène		
entry	Méthylurétique	0	
orth	Méthylurétique		
term	Éther méthylurétique		
clique	Éther méthylurétique | Formique		
entry	Méthysticine	0	
orth	Méthysticine		
clique	Kawa		
entry	Métis	0	
orth	Métis		
foreign	Mestize	deu	
foreign	mongrel	eng	
foreign	meticio	ita	
clique	Croisement		
clique	Hybride		
clique	Mulet		
clique	Reproducteur		
entry	Métissage	0	
orth	Métissage		
foreign	Kreuzung	deu	
foreign	crossing	eng	
foreign	incrociamento	ita	
clique	Variabilité		
entry	Métopage	0	
orth	Métopage		
entry	Métoposcopie	0	
orth	Métoposcopie		
foreign	metoposcopia	lat	
foreign	Metoposkopie	deu	
foreign	Physionomik	deu	
foreign	metoposcopy	eng	
foreign	metoposcopia	ita	
foreign	metoposcopia	spa	
entry	Métralgie	0	
orth	Métralgie		
foreign	metralgia	lat	
foreign	Gebärmutterschmerz	deu	
foreign	metralgy	eng	
foreign	metralgia	ita	
foreign	metralgia	spa	
entry	Métratome	0	
orth	Métratome		
clique	Hystérotome		
entry	Métremphraxis	0	
orth	Métremphraxis		
foreign	Uterusinfarkt	deu	
foreign	metremphraxis	eng	
foreign	mxtemfrassia	ita	
foreign	metenfrasis	spa	
entry	Métrenchyte	0	
orth	Métrenchyte		
foreign	metrenchytes	lat	
foreign	Gebärmutterspritze	deu	
foreign	metrenchyta	eng	
foreign	metrenquites	spa	
clique	Seringue		
entry	Métrhémorrhoïdes	0	
orth	Métrhémorrhoïdes		
entry	Métriopathie	0	
orth	Métriopathie		
foreign	metriopathia	lat	
entry	Métrite	1	
orth	Métrite		
foreign	metritis	lat	
foreign	Gebärmutterentzündung	deu	
foreign	metritis	eng	
foreign	metrtte	ita	
foreign	metritis	spa	
pb	0962	0976	
term	Métrite chronique partielle		
clique	Métrite chronique partielle | Pelvipéritonite		
term	Métrite puerpérale, métrite typhoïde		
clique	Métrite puerpérale, métrite typhoïde | Péritonite | Puerpérale		
term	Métrite superficielle		
clique	Métrite superficielle		
entry	Métrocampsie	0	
orth	Métrocampsie		
foreign	metrocampsis	lat	
foreign	metrocampsia	ita	
foreign	metrocampsia	spa	
clique	Hystéroloxie		
entry	Métrocèle	0	
orth	Métrocèle		
foreign	metrocele	lat	
foreign	Gebärmutterbrwh	deu	
foreign	metrocele	eng	
foreign	metrocele	ita	
foreign	metrocele	spa	
clique	Hystérocèle		
entry	Métrocélide	0	
orth	Métrocélide		
entry	Métrodynamomètre	0	
orth	Métrodynamomètre		
clique	Hystébodynamomètre		
entry	Métrodynie	0	
orth	Métrodynie		
foreign	metrodynia	lat	
foreign	metrodinia	ita	
foreign	metrodinia	spa	
entry	Métroloxie	0	
orth	Métroloxie		
foreign	metroloxia	lat	
foreign	metrolossia	ita	
foreign	metroloxia	spa	
clique	Hystéroloxie		
entry	Métrolymphangite	0	
orth	Métrolymphangite		
clique	Péritonite		
entry	Métromanie	0	
orth	Métromanie		
foreign	metromania	lat	
foreign	Mutterwuth	deu	
foreign	metromania	eng	
foreign	metromania	ita	
foreign	metromania	spa	
clique	Nymphomanie		
entry	Métronome	0	
orth	Métronome		
entry	Métropathie	0	
orth	Métropathie		
entry	Métropéritonite	0	
orth	Métropéritonite		
foreign	metroperitonitis	lat	
foreign	Metroperitonitis	deu	
foreign	Bauchfellentzündung	deu	
foreign	rnetroperitonitis	eng	
foreign	metroperitonite	ita	
clique	Péritonite puerpérale | Péritonite		
clique	Puerpérale		
entry	Métrophlébite	0	
orth	Métrophlébite		
foreign	metrophlebitis	lat	
clique	Phlébite puerpérale | Phlébite		
entry	Métrophore	0	
orth	Métrophore		
entry	Métropolype	0	
orth	Métropolype		
foreign	Gebärmutterpolyp	deu	
foreign	metropolipo	ita	
foreign	metropolipo	spa	
entry	Métroptose	0	
orth	Métroptose		
foreign	metroptosis	lat	
foreign	Gebärmuttervorfall	deu	
foreign	metroptosis	eng	
foreign	rnetroptosi	ita	
foreign	metroptosis	spa	
clique	Hystéroptose		
entry	Metrorrhagie	0	
orth	Metrorrhagie		
foreign	metrorrhagia	lat	
foreign	Gebärmutterblutfluss	deu	
foreign	metrorrhage	eng	
foreign	metrorragia	ita	
foreign	metrorragia	spa	
clique	Ménorrhagie		
entry	Métrorrhée	0	
orth	Métrorrhée		
clique	Rétrocession		
clique	Hydromètre		
entry	Métrorrhexie	0	
orth	Métrorrhexie		
foreign	metrorrhexis	lat	
foreign	metroressia	ita	
foreign	metrorrexia	spa	
clique	Déchirure		
entry	Métroscope	0	
orth	Métroscope		
foreign	Metroskop	deu	
foreign	metroscope	eng	
foreign	metroscopio	ita	
foreign	metroscopo	spa	
entry	Métrotomie	0	
orth	Métrotomie		
foreign	metrotomia	lat	
foreign	Gebärmutter schnitt	deu	
foreign	Kaiserschnitt	deu	
foreign	metrotorny	eng	
foreign	metrotomia	ita	
foreign	metrotomia	spa	
clique	Hystérotomie		
entry	Métroxyle, Métroxylon	0	
orth	Métroxyle		
orth	Métroxylon		
clique	Sagou		
entry	Meule	0	
orth	Meule		
foreign	Schober	deu	
foreign	cock ofhay	eng	
foreign	stack of straw	eng	
foreign	mucchio	ita	
foreign	catasta	ita	
clique	Corne de cerf | Corne		
entry	Meulière	0	
orth	Meulière		
clique	Molaire		
entry	Meum	0	
orth	Meum		
foreign	Mutterwurz	deu	
foreign	Bärwurz	deu	
foreign	spignel	eng	
foreign	finocchiello	ita	
foreign	meyon	spa	
foreign	meo	spa	
clique	Æthuse		
entry	Meurtre	0	
orth	Meurtre		
foreign	interfectio	lat	
foreign	homicidium	lat	
foreign	Mord	deu	
foreign	murder	eng	
foreign	omicidio	ita	
foreign	homicidio	spa	
foreign	φόνος	grc	
clique	Criminalité		
term	Penchant au meurtre		
clique	Penchant au meurtre | Instinct		
entry	Meurtrissure	0	
orth	Meurtrissure		
foreign	sugillatio	lat	
foreign	Quetschung	deu	
foreign	bruise	eng	
foreign	contusione	ita	
foreign	magulladura	spa	
foreign	θλάσις	grc	
entry	Mézéréine	0	
orth	Mézéréine		
foreign	mezerema	spa	
clique	Garou		
entry	Mézéréon	0	
orth	Mézéréon		
clique	Daphné		
entry	Miasmatique	0	
orth	Miasmatique		
foreign	miasmatisch	deu	
foreign	miasmatic	eng	
foreign	miasmatical	eng	
foreign	miasmatico	ita	
foreign	miasmatico	spa	
entry	Miasme	1	
orth	Miasme		
foreign	miasma	lat	
foreign	Pianga	lat	
foreign	Ansteckungsstoff	deu	
foreign	Sumpfluft	deu	
foreign	miasm	eng	
foreign	miasma	ita	
foreign	miasma	spa	
pb	0963	0977	
clique	Effluve		
clique	Rosée		
term	Miasmes marécageux, maremmatiques, Paludéens		
clique	Miasmes marécageux, maremmatiques, Paludéens | Paludéen		
term	Miasmes nosocomiaux		
clique	Miasmes nosocomiaux		
term	Miasmes telluriques ou terrestres		
clique	Miasmes telluriques ou terrestres | Infection | Infection tellurique		
entry	Mica	0	
orth	Mica		
clique	Talc		
entry	Micacé	0	
orth	Micacé		
entry	Micracoustique	0	
orth	Micracoustique		
foreign	micracusticus	lat	
foreign	micr acustico	spa	
entry	Microbase	0	
orth	Microbase		
entry	Microcéphale	0	
orth	Microcéphale		
entry	Microcéphalie	0	
orth	Microcéphalie		
foreign	microcephalia	lat	
foreign	Schwachköpfigkeit	deu	
foreign	microcephaly	eng	
foreign	microcefalia	ita	
foreign	microcefalia	spa	
clique	Mégalocéphalie		
clique	Dégradation		
entry	Microchimie	0	
orth	Microchimie		
clique	Analyse anatomique | Analyse		
entry	Micrococcus	0	
orth	Micrococcus		
clique	Vibrion		
entry	Microcosme	0	
orth	Microcosme		
foreign	microcosmus	lat	
foreign	Mikrokosmus	deu	
foreign	microcosm	eng	
foreign	microcosma	ita	
foreign	microcosma	spa	
entry	Microcythémie	0	
orth	Microcythémie		
entry	Microglossie	0	
orth	Microglossie		
clique	macroglossie		
clique	Trichoglossie		
entry	Microgonidie	0	
orth	Microgonidie		
clique	Macrogonidie		
entry	Micrographe	0	
orth	Micrographe		
entry	Micrographie	0	
orth	Micrographie		
foreign	micrographia	lat	
foreign	Mikrographie	deu	
foreign	micrography	eng	
foreign	micrografa	ita	
foreign	micrografa	spa	
clique	Microscopie		
clique	Anatomie		
entry	Micrologue	0	
orth	Micrologue		
clique	Micrographe		
entry	Micromètre	0	
orth	Micromètre		
foreign	Mikrometer	deu	
foreign	micrometer	eng	
foreign	micrometro	ita	
foreign	micrometro	spa	
clique	Grossissement		
clique	microscope		
entry	Micrométrie	0	
orth	Micrométrie		
entry	Micrométrique	0	
orth	Micrométrique		
foreign	mikrometrisch	deu	
foreign	micrometric	eng	
foreign	micrometrico	ita	
foreign	micrometrico	spa	
term	Mesures micrométriques		
clique	Mesures micrométriques		
term	Vis micrométrique		
clique	Vis micrométrique		
pb	0964	0978	
entry	Microphone, Migrophonium	0	
orth	Microphone		
orth	Migrophonium		
entry	Microphonie	0	
orth	Microphonie		
entry	Microphthalme	0	
orth	Microphthalme		
entry	Microphthalmie	0	
orth	Microphthalmie		
entry	Microphyte	0	
orth	Microphyte		
clique	Mycoderjie		
