terme,"IF(AVG(dico_titre) = 3, 'en', if(AVG(dico_titre) = 4, 'fr', 'en-fr'))"
Conserva,en-fr
Conservatio,en-fr
"Conservativa medicina",en-fr
Consiligo,en-fr
Consilium,en-fr
Consistentia,en-fr
Consolida,en-fr
"Consolida media",en-fr
"consolida regalis",fr
Consolidantia,en-fr
"consolidativa medicamenta",fr
Conspersio,en-fr
Constans,en-fr
"Constellatum unguentum",en-fr
Constipatio,en-fr
Constituens,en-fr
Constitutio,en-fr
Constrictio,en
Constrictiva,en-fr
"Constrictores musculi",en-fr
Constrigentia,fr
Constringentia,en
Constritio,fr
Consuetudo,en-fr
Consummatum,en-fr
Consumptio,en-fr
Contabescentia,en-fr
Contagio,en-fr
contagium,fr
Contemperantia,en-fr
contensio,fr
Contenta,en-fr
Contentio,en-fr
Contentus,en-fr
"Continens febris",en-fr
"Continua febris",en-fr
Contorsio,en-fr
Contra-apertura,en-fr
Contra-indicatio,fr
Contractio,en-fr
Contractura,en-fr
Contrafissura,en-fr
Contrahentia,en-fr
Contraindicatio,en
Contralunaris,en-fr
Contrapertura,fr
Contrayerva,en-fr
Contritio,en-fr
Contusa,en-fr
Conus,en-fr
"Conus fusorius",en-fr
Convalescentia,en-fr
Convolvulus,en-fr
Convulsio,en-fr
Convulsivus,en-fr
Conyza,en-fr
Conyzoides,en-fr
Coopertio,en-fr
Coopertorium,en-fr
Coos,en-fr
Coostrum,en-fr
Copaiba,en-fr
"Copal gummi",en-fr
Copalxocotl,en-fr
Copau,en-fr
copeia,fr
Copella,en-fr
Copeya,en-fr
Cophos,en-fr
Cophosis,en-fr
Copiiba,en-fr
Copiscus,en-fr
Copos,en-fr
Copovich-occassou,en-fr
Copparosa,en-fr
Copragogum,en-fr
Copriemetos,en-fr
"Coprocritica medicamenta",en
Coprocritica-medicamenta,fr
Coprophoria,en-fr
Copros,en-fr
Coprostasia,en-fr
Coptarion,en-fr
copte,fr
Copton,en-fr
Copula,en-fr
Coq,en-fr
"Coquentia medicamenta",en-fr
Cor,en-fr
Coracine,en-fr
Coracinus,en-fr
"Coraco-brachialis musculus",fr
Coraco-hyoidaeus,en-fr
Coracobotane,en-fr
Coracobrachialis,en
"Coracoides processus",en-fr
Coracoideus,en-fr
"Coracum emplastrum",en-fr
Coral,en-fr
Corallachates,en-fr
Corallatum,en-fr
Corallina,en-fr
Corallium,en-fr
Corallodendron,en-fr
Coralloides,en-fr
Corax,en-fr
Corbatum,en
Corchorus,en-fr
Corda,en-fr
corde,fr
Cordialia,en-fr
Cordinema,en-fr
Cordolium,en-fr
"Cordosum filum",en-fr
Cordyla,en-fr
Core,en-fr
Coremata,en-fr
Coriandrum,en-fr
Corianon,en-fr
Coriaria,en-fr
Coricus,fr
Corindum,en-fr
"Corinthiacae uvae",en-fr
Coris,en-fr
Corium,en-fr
"Cornea tunica",en-fr
Cornelus,en-fr
corneolus,fr
Cornesta,en-fr
Cornicula,en-fr
"Cornicularis processus",en-fr
"Corniculatae plantae",en-fr
Cornix,en-fr
Cornu,en-fr
"Cornu cervi",en-fr
"Cornu monocerotis",en-fr
"Cornu rhinocerotis",en-fr
Cornua,en-fr
"Cornua uteri",fr
Cornue,en
Cornumusa,en-fr
Cornus,en-fr
Cornuta,en-fr
Cornutia,en-fr
Corocrum,en-fr
Corolla,en-fr
Corona,en-fr
"Corona imperialis",en-fr
"Corona regia",en-fr
"Corona solis",en-fr
"Corona terrae",en-fr
"Coronale os",en-fr
"Coronalis sutura",en-fr
"Coronaria vasa",en-fr
Corone,en-fr
Coronilla,en-fr
Coronopus,en-fr
Coros,en-fr
"Corozone celio",en-fr
"Corpora nervosa",en-fr
"Corpora olivaria",fr
"Corpora pyramidalia",fr
"Corpora striata",fr
Corporatio,en-fr
Corpulentia,en-fr
"Corpus callosum",en-fr
"Corpus glandulosum",fr
"Corpus pampiniforme",fr
Corrae,en-fr
Corrago,en-fr
Correctio,en-fr
Corrigiola,en-fr
Corroborantia,en-fr
Corroboratio,en-fr
Corrodentia,en-fr
Corrosio,en-fr
Corrosiva,en-fr
Corruda,en-fr
Corrugatio,en-fr
"Corrugator coiteri",en-fr
Corsae,en-fr
Corsoides,en-fr
Cortalon,en-fr
"Cortex cardinalis de lugo",fr
"Cortex elaterii",fr
"Cortex magellanicus",fr
"Cortex massoy",fr
"Cortex peruvianus",fr
"Cortex winteranus",fr
"Cortex winteranus spurius",fr
"Corticalis substantia",en-fr
Cortusa,en-fr
Coru,en-fr
Coruscus,en-fr
"Corvinus lapis",en-fr
Corvus,en-fr
Corycus,en
Corydalus,en-fr
Corylus,en-fr
Corymbas,en-fr
corymbe,fr
Corymbia,en-fr
Corymbus,en-fr
Coryphe,en-fr
Coryza,en-fr
Cos,en-fr
Coscinos,en-fr
Cosculia,en-fr
Cosmet,en-fr
"Cosmetica ars",en
Cosmetorges,en-fr
"Cosmiana antidotus",en-fr
Cosmos,en-fr
Cossi,en-fr
Cossum,en-fr
Cossus,en-fr
Costae,en-fr
Costus,en-fr
"Costus hortorum",en
"Costus nigra",en
Cotaronium,en-fr
Cothon,en-fr
Cotinus,en-fr
Cotis,en-fr
Cotonaster,en-fr
Cotonea,en-fr
Cotoneaster,en-fr
Cotonium,en-fr
Cottyphus,en-fr
Cotula,en-fr
Coturnix,en-fr
Cotyla,en-fr
Cotyle,en-fr
Cotyledon,en-fr
Couhage,en-fr
Coum,en-fr
Courap,en-fr
Courbaril,en-fr
Courondi,fr
"Courondi H. M",en
Courou-moelli,fr
"Courou-moelli H. M",en
Courou-moelli.Couton,fr
Couton,en
Covalam,en
Cowalam,fr
"Coxae ossa",en-fr
Coxendix,en-fr
Crabro,en-fr
Crade,en-fr
Craepale,en-fr
Crama,en-fr
Crambe,en-fr
Crambeion,en-fr
Crambion,fr
Crampus,en-fr
Craneia,en-fr
Crangon,en-fr
Cranium,en-fr
Cranocolaptes,en-fr
"Cransac aquae",fr
Cranteres,en-fr
Crapaudina,en-fr
Crapula,en-fr
Crasis,en-fr
Craspedon,en-fr
"Crassa intestina",en-fr
Crassena,en-fr
Crassula,en-fr
Crataegonium,fr
Crataegonum,en
Crataegus,en-fr
Crater,en-fr
Craterion,en-fr
Cratibula,en-fr
craticula,fr
Crauros,en-fr
Crea,en-fr
Creber,en-fr
Cregyon,en-fr
Cremaster,en-fr
Cremer,en-fr
Cremnoi,en-fr
Cremor,en-fr
Crenae,en-fr
Crepatio,en-fr
crepatura,fr
Crepinum,en-fr
Crepitatio,en-fr
Crepitus,en-fr
Cresera,en-fr
crespinus,fr
Crespulum,en-fr
Cressio,en-fr
Creta,en-fr
"Creta selinusia",fr
Crethmon,en-fr
Cribratio,en-fr
Cribratorium,en-fr
Cribriforme,en-fr
cribrosum,fr
cribrum,fr
Cricelasia,en-fr
Crico-thyroidaei,fr
"Cricoarytaenoidaei musculi",en-fr
Cricoides,en-fr
Cricos,en-fr
Cricothyroidaei,en
Cridones,en-fr
Crimnodes,en-fr
Crimnon,en-fr
Crinatum,en-fr
Crines,en-fr
Crinitus,en-fr
Crinomyron,en-fr
Crinon,en-fr
Crinones,en-fr
Criogenes,en-fr
Criomyxus,en-fr
Crisimos,en-fr
Crisis,en-fr
Crispatura,en-fr
Crispinus,en-fr
Crista,en-fr
Crithamum,en-fr
Crithe,en-fr
Crithmum,en-fr
Criticus,en-fr
Croce,en-fr
"Crocide confectio",en-fr
Crocinum,en-fr
Crocodes,en-fr
Crocodilion,en
Crocodilium,fr
Crocodilus,en-fr
Crocomagma,en-fr
Crocus,en-fr
Crommyon,en-fr
Crommyoxyregmia,en-fr
cromyon,fr
Cropiot,en-fr
Crotafphium,fr
Crotalaria,en-fr
Crotalistria,en-fr
Crotaphi,en-fr
Crotaphitae,en-fr
Crotaphium,en
Croton,en-fr
Crotone,en-fr
Croumata,en-fr
Crousmata,en-fr
Crucialis,en-fr
Cruciata,en-fr
Crucibulum,en-fr
Cruditas,en-fr
Crunion,en-fr
Cruor,en-fr
Crupina,en-fr
"Crura clitoridis",en-fr
"Crura Medullae Oblongatae",en-fr
"Cruraeus musculus",en-fr
Cruralis,en-fr
Crus,en-fr
Crusta,en-fr
"Crusta lactea",en-fr
Crustacea,en-fr
Crustula,en-fr
"Crustumina pyra",en-fr
Crustuminatum,en-fr
"Crux cervi",en-fr
Crymodes,en-fr
Cryoxa,en-fr
Cryphema,en-fr
Cryptos,en-fr
Crysorchis,en-fr
Crystalli,en-fr
Crystallinae,en-fr
"Crystallinae manus",en-fr
"Crystallinus humor",en-fr
Crystallion,en-fr
Crystallisatio,fr
Crystallizatio,en
"Crystallum minerale",en-fr
Crystallus,en-fr
Ctedon,en-fr
Cteis,en-fr
"Ctesiphontis malagma",en-fr
Cubaris,en-fr
Cubebae,en
Cuberae,fr
"Cubiforme os",en-fr
Cubil,en-fr
"Cubitalis musculus",en-fr
Cubitus,en-fr
"Cuboides os",en-fr
Cuci,en-fr
Cucubalus,en
"Cucubalus plinii",fr
"Cuculatum majus",en-fr
"Cucullaris musculus",en-fr
Cucullus,en-fr
Cuculus,en-fr
Cucumis,en-fr
Cucupha,en-fr
Cucurbita,en-fr
Cucurbitula,en-fr
Cudu-pariti,en-fr
Cuiete,en-fr
Cuipouna,en-fr
Culatum,en-fr
Culbicio,en-fr
Culeus,en-fr
Culmus,en-fr
Culter,en-fr
Culus,en
Cumana,en-fr
"Cumanda guacu",en
Cumanda-guacu,fr
Cumbulu,fr
"Cumbulu H. M",en
Cuminoides,en-fr
Cuminum,en-fr
Cunane,en-fr
"Cunealis sutura",en-fr
"Cuneiforme os",en
"Cuneiformia os",fr
"Cuneiformia ossa",en
Cuniculus,en-fr
Cuntur,en-fr
Cupella,en-fr
Cuperosa,en-fr
Cuphos,en-fr
Cupressus,en-fr
Cuprum,en-fr
"Cura avenacea",en-fr
Curcas,en-fr
Curculio,en-fr
Curcuma,en-fr
Curmi,en-fr
cursuma,fr
Cursus,en-fr
Curtuma,en-fr
Cururu-ape,en-fr
Curutu-pala,fr
"Curutu-pala H. M",en
Cusanum,en-fr
Cusculia,en-fr
Cuscuta,en-fr
Cuspidatae,fr
Cuspidated,en
Cuspis,en-fr
Cutambuli,en-fr
Cuticula,en-fr
"Cuticularis membrana",en-fr
Cutiliae,en-fr
Cutio,en-fr
Cutis,en-fr
Cyamus,en-fr
Cyanus,en-fr
Cyar,en-fr
Cyathiscus,en-fr
Cyathus,en-fr
Cybiton,en-fr
Cybium,en-fr
Cyboides,en-fr
Cyceon,en-fr
Cycima,en-fr
Cyclamen,en-fr
Cyclismus,en-fr
Cyclopion,en-fr
Cyclos,en-fr
"Cyclus metasyncriticus",en
Cyclus-metasyncriticus,fr
Cycnarion,en-fr
Cycnus,en-fr
Cydar,en-fr
Cydonatum,en-fr
Cydonia,en-fr
Cyema,en-fr
Cygnus,en-fr
"Cygnus reginae",en-fr
Cyites,en-fr
Cylichne,en-fr
Cyllos,en-fr
Cyma,en-fr
Cymatodes,en-fr
Cymbalaria,en-fr
"Cymbalaris cartilago",en-fr
"Cymbiforme os",en-fr
Cymia,en-fr
Cyminum,en-fr
Cynanche,en-fr
"Cynanchica medicamenta",en-fr
Cynanthemis,en
Cynanthropia,en
Cynantropia,fr
Cynathemis,fr
Cynchnis,en-fr
cyncramus,fr
Cynicus,en-fr
Cyniphes,en-fr
Cynnabar,en-fr
Cynnia,en-fr
Cynobotane,en-fr
Cynocephalus,en-fr
Cynocopros,en-fr
Cynocrambe,en-fr
Cynoctonon,en-fr
Cynocytis,en-fr
Cynodectos,en-fr
Cynodes,en-fr
Cynodesmion,en-fr
Cynodontes,en-fr
Cynoglossum,en-fr
Cynolopha,en-fr
Cynolyssa,en-fr
Cynomoron,en-fr
Cynomyja,en-fr
Cynorrhodon,en-fr
Cynosbatos,en-fr
Cynosorchis,en
Cyon,en-fr
Cyophoria,en-fr
Cyparissus,en-fr
Cyperi,en-fr
"Cyperoidea gramina",en-fr
Cyperus,en-fr
Cyphi,en-fr
Cyphoma,en-fr
cyphosis,fr
Cypressus,en-fr
"Cyprinum oleum",en-fr
Cyprus,en-fr
Cypsele,en-fr
cypselis,fr
Cyptarion,en
Cyraenia,en-fr
Cyrbasia,en-fr
Cyrceon,fr
Cyrebia,en-fr
"Cyrenaicus succus",en-fr
Cyrseon,en
Cyrtoides,en-fr
Cyrtoma,en-fr
Cyssaros,en-fr
Cyssites,en-fr
Cysteolithos,en-fr
"Cysthepatici ductus",en-fr
Cysticapnos,en-fr
Cystinx,en-fr
Cystis,en-fr
Cystotomia,en-fr
Cythion,en-fr
Cytinus,en-fr
Cytiso-genista,en-fr
Cytisus,en-fr
Cyzicenus,en-fr
D,en-fr
Dabestic,en-fr
Daburi,en-fr
Dacassia,en
Daceton,en-fr
Dachel,en-fr
Dacneron,en-fr
Dacrydium,en-fr
"Dacryodes helcos",en-fr
Dacryon,en-fr
Dacryopoeos,en-fr
Dactiletus,en-fr
Dactyideus,en-fr
Dactylethrai,en-fr
Dactylios,en-fr
Dactylithrai,en-fr
Dactylodochme,en-fr
Dactylos,en-fr
Dactylothece,en-fr
Dactylus,en-fr
"Dactylus idaeus",en-fr
Daedalus,en-fr
Daedion,en-fr
Daemonis,en-fr
Daib,en-fr
Dais,en-fr
Daitides,en-fr
Dalechampia,en-fr
Dama,en-fr
"Damascena pruna nostratia",en-fr
"Damascena prunus",en-fr
Damasonium,en-fr
"Damnata terra",en-fr
Damsir,en-fr
Danais,en-fr
Danich,en-fr
Danta,en-fr
Daphne,en-fr
Daphnelaeon,en-fr
Daphnia,en-fr
Daphnitis,en-fr
Daphnoides,en-fr
Daratos,en-fr
Darchem,en-fr
Darsis,en-fr
Darta,en-fr
Dartos,en-fr
Das,en-fr
Dasymma,en-fr
Dasypus,en-fr
Dasys,en-fr
Datura,en-fr
"Daucites vinum",en-fr
Daucus,en-fr
Daulontas,en-fr
Daumur,en-fr
Daura,en-fr
Daveridon,en-fr
Deab,en-fr
Deacuminata,en-fr
Dealbatio,en-fr
Deargentatio,en-fr
Dearticulatio,en-fr
Deasciatio,en-fr
Deauratio,en-fr
Debessis,en-fr
Debus,en-fr
Decamyron,en-fr
Decantatio,en-fr
Decanus,en-fr
Decatorthoma,en-fr
December,en-fr
Decidentia,en-fr
Declaratio,en-fr
Declinatio,en-fr
Decocta,en-fr
Decoctio,en-fr
Decolor,en-fr
Decompositum,en-fr
Decoratio,en-fr
Decorticatio,en-fr
Decostis,en-fr
Decrementum,en-fr
Decrepitatio,en-fr
Decrescens,en-fr
Decretorius,en-fr
Decrus,en-fr
Decubitus,en-fr
Decursus,en-fr
Decurtatus,en-fr
Decussorium,en-fr
Dedication,en
"Defectio animi",en-fr
"Defensativum emplastrum",en-fr
Defensivum,en-fr
"Deferentia vasa",en-fr
Defixus,en-fr
Defluvium,en
"Defluvium capillorum",fr
Defluxio,en-fr
Defrutum,en-fr
Deglutitio,en-fr
Degmos,en-fr
Deheb,en-fr
Dehebeb,en-fr
Dehen,fr
Dehene,en
Dehenes,en-fr
Dehenez,en-fr
Deinosis,en-fr
Deipnon,en-fr
Deira,en-fr
Dejectio,en-fr
Dejectoria,en-fr
Delatio,en-fr
Deleterion,en-fr
Deligatio,en-fr
Deliquium,en-fr
Delirium,en-fr
Delphinium,en-fr
Delphinus,en-fr
Delphys,en-fr
Delta,en-fr
Deltoides,en-fr
Dem,en-fr
Dementia,en-fr
Demetrios,en-fr
"Democratis theriaca",en-fr
Demonstratio,en
Demos,en-fr
Demosntratio,fr
"Demotivus lapsus",en-fr
demsir,fr
"Demulcentia medicamenta",en-fr
Demusculatus,en-fr
Denarius,en-fr
Dende,en-fr
Dendroides,en-fr
Dendrolibanus,en-fr
Dendromalache,en-fr
Dendron,en-fr
Denequat,en-fr
Denodatio,en-fr
Dens,en-fr
"Dens caballinus",fr
"Dens caninus",fr
"Dens leonis",en-fr
Densitas,en-fr
Dentagra,en-fr
Dentalis,en
"Dentalis lapis",fr
Dentalium,en-fr
Dentaria,en-fr
Dentarius,en-fr
Dentarpaga,en-fr
"Dentes columellares",en-fr
Denticulata,en-fr
Dentiducum,en-fr
Dentifricium,en-fr
Dentillaria,en-fr
Dentiscalpium,en-fr
Dentitio,en-fr
Dento,en-fr
Denudatio,en-fr
Deobstruens,en-fr
Deon,en-fr
Deoppilantia,en-fr
"deoppilativa medicamenta",fr
Depascens,en-fr
Deperditio,en-fr
Dephlegmatio,en-fr
Depilatio,en-fr
Depilatorium,en-fr
Depilis,en-fr
Deploratus,en-fr
Deplumatio,en-fr
Deprehensio,en-fr
Depressio,en-fr
Depressor,en-fr
Depressorium,en-fr
Deprimens,en-fr
Depuratio,en-fr
"Depuratoria febris",en-fr
Deras,en-fr
Derbia,en-fr
Deris,en-fr
Derivatio,en-fr
Derma,en-fr
Dermatodes,en-fr
Derquet,en-fr
Derses,en-fr
Dertron,en-fr
Descensio,en-fr
Descensorium,en-fr
Descensus,en-fr
Desessio,en-fr
Desiccatio,en-fr
Desiccativum,en
Desidia,en-fr
Desipientia,en-fr
Desme,en-fr
Desmidion,en-fr
Desmos,en-fr
Desperatio,en-fr
Desperatus,en-fr
Despumatio,en-fr
Desquamatio,en-fr
Desquamatorium,en-fr
Dessiccativum,fr
Destillatio,en-fr
Destructio,en-fr
Desudatio,en-fr
Desurrectio,en-fr
Detentio,en-fr
Detergens,en-fr
Detersorium,en-fr
Detersorius,en-fr
Detonatio,en-fr
Detractio,en-fr
Detritio,en-fr
Detrusor,en
"Detrusor urinae",fr
Deunx,en-fr
Deurens,en-fr
Deustio,en-fr
Deuteria,en-fr
Deuterion,en-fr
Deuteropathia,en-fr
Devalgatus,en-fr
Deventris,en-fr
Devotatus,en-fr
Dexamene,en-fr
Dexios,en-fr
Dexis,en-fr
Dextans,en-fr
Dexter,en-fr
Dia,en-fr
Diabacanu,en-fr
Diabebos,en
Diaberos,fr
Diabesasa,en-fr
Diabetes,en-fr
Diabin,en-fr
"Diaboli intestina",fr
Diabolus,en
"Diabolus metallorum",fr
Diabotanum,en-fr
Diabrosis,en-fr
Diacadmias,en-fr
Diacalaminthes,en-fr
Diacarcinon,en-fr
Diacaryon,en-fr
Diacassia,fr
Diacastoriu,en-fr
Diacatholicon,en-fr
Diaceltatesson,en-fr
Diacenes,en-fr
Diacenon,fr
Diacenos,en
Diacenteton,en-fr
Diaceraton,en-fr
Diachalasis,en-fr
Diacheirismos,en-fr
Diachelidonium,en-fr
Diachorema,en-fr
Diachoresis,en-fr
Diachorisis,en-fr
Diachrista,en-fr
Diachrysu,en-fr
Diachylon,en-fr
Diachysis,en-fr
Diachytos,en-fr
Diacinamomum,en-fr
Diacinema,en-fr
Diacissu,en-fr
Diaclysma,en-fr
Diacoccymelon,en-fr
Diacochlacon,en-fr
Diacodium,en-fr
Diacolocynthis,en-fr
Diacomeron,en-fr
Diacones,en-fr
Diacope,en-fr
Diacopraegia,en-fr
Diacorallium,en-fr
Diacoronopodium,en-fr
Diacorum,en-fr
Diacrisis,en-fr
Diacrocium,en-fr
Diacrocu,en-fr
Diacurcuma,en-fr
Diacydonium,en-fr
Diadaphnidon,en-fr
Diadema,en-fr
Diadexis,en-fr
diadoche,fr
Diadosis,en-fr
Diaeresis,en-fr
Diaeretica,en-fr
Diaeta,en-fr
Diaetema,en-fr
Diaetetica,en-fr
Diaglaucium,en-fr
Diagnosis,en-fr
Diagrydium,en-fr
Diahermodactylu,en-fr
Diaion,en-fr
Diaireos,en-fr
Diaithros,en-fr
Dialacca,en-fr
Dialagoou,en-fr
Dialeimma,en-fr
Dialepsis,en-fr
Dialibanon,en-fr
Dialoes,en-fr
Dialthaea,en-fr
Dialysis,en-fr
Diamarenatum,en-fr
Diamargariton,en-fr
Diamascien,en-fr
Diamassema,en-fr
"Diambrae species",en-fr
Diamelon,en-fr
Diamisyos,en-fr
Diamnes,en-fr
Diamoron,en-fr
Diamoschu,en-fr
Diamotosis,en-fr
Diana,en-fr
"Dianae arbor",en-fr
Dianancasmus,en-fr
Dianistesmos,en-fr
Dianoea,en-fr
Dianthon,en-fr
Diaoporon,en-fr
Diapasma,en-fr
Diapedesis,en-fr
Diapencia,en-fr
Diapensia,en-fr
Diapepereon,en-fr
Diaphanes,en-fr
Diaphiledonu,en-fr
Diaphlyxis,en-fr
Diaphoen-con,en
Diaphoenicon,fr
Diaphora,en-fr
Diaphoresis,en-fr
Diaphoretica,en-fr
Diaphoros,en-fr
Diaphrades,en-fr
Diaphragma,en-fr
Diaphros,en-fr
Diaphthora,en-fr
Diaphylacticos,en-fr
Diaphysis,en-fr
Diapisselaeon,en-fr
Diaplasis,en-fr
Diaplasma,en-fr
Diaploce,en-fr
Diapne,en-fr
Diapnoe,en-fr
Diaporema,en-fr
Diaprasium,en
Diaprunum,en-fr
Diapsoricum,en-fr
Diapternes,en-fr
Diapterosis,en-fr
Diapyema,en-fr
Diapyetica,en-fr
Diaria,en
"Diaria febris",fr
Diarochae,en-fr
Diaromaticum,en-fr
Diarrhaea,fr
Diarrhage,en-fr
Diarrhodomeli,en-fr
Diarrhodon,en-fr
Diarrhoea,en
Diarthrosis,en-fr
Diasaponium,en-fr
Diasatyrion,en-fr
Diascillion,en-fr
Diascinci,en
"Diascinci antidotus",fr
Diascordium,en-fr
Diasena,en-fr
Diasericos,en-fr
Diasmyrnon,en-fr
Diasostica,en
Diasotica,fr
Diaspermaton,en-fr
Diasphage,en-fr
Diasphyxis,en-fr
Diastasis,en-fr
Diasteaton,en-fr
Diastema,en-fr
Diastole,en-fr
Diastomotris,en-fr
Diastremma,en-fr
"Diasulphuris emplastrum",en-fr
Diatamaron,en-fr
Diatasis,en-fr
Diatecolithu,en-fr
Diatessadelton,en-fr
Diatessaron,en-fr
Diatettigon,en-fr
Diathesis,en-fr
Diathesmos,en-fr
Diatragacanthi,en-fr
"Diatrion pipereon species",en-fr
Diatritos,en-fr
Diaulos,en-fr
Diazoma,en-fr
Diazoster,en-fr
Dicaeos,en-fr
Dicalegi,en-fr
Dicenteton,en-fr
Dichalcon,en-fr
Dichasteres,en-fr
Dichophyia,en-fr
Dicocta,en-fr
Dicraeus,en-fr
Dicrotus,en-fr
Dictamnites,en-fr
Dictamnus,en-fr
"Dictionnaire universel de médecine - A",fr
Dictoyoides,fr
Dictyoides,en
Didaim,fr
Didymaea,en-fr
Didyme,en-fr
Didymi,en-fr
Diecbolion,en-fr
Dielectron,en-fr
Diemeae,en-fr
Dienez,en-fr
Diervilla,en-fr
Diesis,en-fr
Diexodos,en-fr
Difflatio,en-fr
Digastricus,en
"Digastricus musculus",fr
Digestio,en-fr
Digestivum,en-fr
Digitalis,en-fr
Digitellus,en-fr
Digitus,en-fr
Diglosson,en-fr
Dignotio,en-fr
Dihaematon,en-fr
Dihalon,en-fr
Dihidros,en-fr
Diipetes,en-fr
Dikalegi,en-fr
Dilatatio,en-fr
Dilatatores,en-fr
Dilatatorium,en-fr
Diluentia,en-fr
Dilutum,en-fr
Dilytaea,en-fr
Dinica,en-fr
Dinos,en-fr
Diobolon,en-fr
Diocres,en-fr
Diodos,en-fr
Dioenanthes,en-fr
Diolos,en-fr
"Diomedea avis",en-fr
Dion,en-fr
Dioncosis,en-fr
"Dionis collyrium",en-fr
Dionysia,en-fr
"Dionysianum emplastrum",en-fr
Dionysisci,en-fr
Dionysius,en-fr
Dionysos,en-fr
Dioporon,en-fr
Diopsyrus,en-fr
Dioptra,en-fr
Dioptrismos,en-fr
Dioptron,en-fr
Diorobon,en-fr
Diorrhosis,en-fr
Diorthosis,en-fr
Diosanthos,en-fr
Dioscorea,en-fr
Dioscuri,en-fr
Diosphyron,en-fr
Diospoliticon,en-fr
Diota,en-fr
Dioxelaeum,en-fr
Dioxus,en-fr
Dipcadi,en-fr
Diphros,en-fr
Diphryges,en-fr
Diphtera,fr
Diphthera,en
Diplangium,en-fr
Diploe,en-fr
Diploma,en-fr
Dipnoos,en-fr
Dipsa,en-fr
Dipsacos,en-fr
Dipsacus,en-fr
Dipsas,en-fr
Dipseticus,en-fr
Dipsodes,en-fr
Dipyrenon,en-fr
dipyrites,fr
Dipyros,en-fr
Diradiatio,en-fr
Dircaea,en-fr
Director,en-fr
Discessus,en-fr
Discoides,en-fr
"Discours historique sur l'origine",fr
Discrasia,fr
Discreta,en
"Discreta purgatio",fr
Discus,en-fr
Discussio,en-fr
Discussoria,en-fr
Discutientia,en-fr
Disephthos,en-fr
Dislocatio,en-fr
Dispensator,en-fr
Dispensatorium,en-fr
Displicentia,en-fr
Dispositio,en-fr
Disruptio,en-fr
Dissectio,en-fr
Disseptum,en-fr
Dissolutio,en-fr
Dissolutus,en
"Dissolutus morbus",fr
Dissolventia,en-fr
Distentio,en-fr
Distichia,en-fr
distichiasis,fr
Distichum,en-fr
distillatio,fr
distillatus,fr
distorsio,fr
Distortio,en-fr
"Distortor oris",en-fr
Distractio,en-fr
Distributio,en-fr
Districhiasis,en
Ditalem,en-fr
Ditrichiasis,fr
Diuresis,en-fr
Diuretica,en-fr
Diurnus,en-fr
Diuturnus,en-fr
Divaporatio,en-fr
Diversorium,en-fr
Divertallum,en-fr
"Dividens fascia",en-fr
Divinus,en-fr
Divulsio,en
"Divulsio urinae",fr
Diwipahuru,en-fr
Diydros,en-fr
Diygros,en-fr
Diylysmos,en-fr
Dochme,en-fr
Docimastice,en-fr
Doctiletus,en-fr
Dodartia,en-fr
Dodecadactylon,en-fr
Dodecapharmacum,en-fr
Dodecatheon,en-fr
Dodra,en-fr
Dodrans,en-fr
Doedix,fr
Doedyx,en
Dogga,en-fr
Dogma,en-fr
Dogmatici,en-fr
Dolet,en-fr
Dolicholithos,en-fr
Dolichos,en-fr
Dolor,en-fr
Domesticus,en-fr
"Dominarum aqua",en-fr
Donax,en-fr
Dora,en-fr
Dorcadizon,en-fr
Dorea,en-fr
Doria,en-fr
"Doridis humor",fr
Doris,en-fr
Doronicum,en-fr
Dorpestos,en-fr
Dorpos,en-fr
"Dorsalis tabes",en-fr
"Dorsiferae plantae",fr
"Dorsiferous plants",en
Dorstinea,en-fr
Dorsum,en-fr
Dorycnium,en-fr
"Dorycnium imperati",en-fr
Dosis,en-fr
"Dosithei pastillus",en-fr
Dothien,en-fr
Douglassia,en-fr
Draba,en-fr
Dracatium,en-fr
Drachates,en-fr
Drachma,en
Drachum,en-fr
Dracma,fr
Draco,en-fr
Dracocephalo-affinis,en-fr
Dracocephalon,en-fr
"Draconis sanguis",en-fr
Draconites,en-fr
Draconthema,en-fr
Dracontia,en-fr
Dracontias,en
Dracontides,en-fr
Dracontium,en-fr
Dracunculi,en-fr
Dracunculoides,en-fr
Dracunculus,en-fr
dracuntias,fr
Draganthum,fr
Dragantum,en
Drageta,en-fr
Dragma,en-fr
Dragmis,en-fr
Drakena,en
Drallena,fr
Drangaea,en-fr
Drapta,en-fr
Drasticos,en-fr
Driff,en-fr
Drimyleon,en-fr
Drimyphagia,en-fr
Droceron,fr
Droma,en-fr
Dromedarius,en-fr
Dronte,en-fr
Dropacismus,en-fr
Dropax,en-fr
Drosatum,en-fr
Droseron,en
Drosiobotanon,en-fr
Drosion,en-fr
Drosomeli,en-fr
Drumymoros,en
Drupa,en-fr
Dryinus,en-fr
Dryopetis,en-fr
Dryopteris,en-fr
Drypa,en-fr
Drypetes,en-fr
Duamir,en-fr
"Dubel coleph",en-fr
Dubelech,en-fr
Dubletus,en-fr
Duccia,en-fr
Ductus,en-fr
Dudaim,en
Dudasali,en-fr
Duelech,en-fr
Duella,en-fr
Duenec,en-fr
Duenech,en-fr
Duenez,en-fr
Dulcacidum,en-fr
Dulcamara,en-fr
Dulcedo,en
"Dulcedo saturni",fr
"Dulcedo veneris",fr
Dulchichinum,en-fr
Dulcichinum,en-fr
Dulcis-amara,en-fr
Dulech,en-fr
