object			
volume	07399	Castelli	1746
orth	Metasyncrisis		
ref	Metaporopoeia.		
entry	Metatarsium	0	
orth	Metatarsium		
entry	Metathesis	0	
orth	Metathesis		
entry	Metaxa	0	
orth	Metaxa		
entry	Metempsychosis	0	
orth	Metempsychosis		
entry	Meteoros	0	
orth	Meteoros		
entry	Meter	0	
orth	Meter		
ref	Mater.		
entry	Metexeteros	0	
orth	Metexeteros		
entry	Methe	0	
orth	Methe		
entry	Methemerinos	0	
orth	Methemerinos		
entry	Methodus	0	
orth	Methodus		
entry	Methypostrosis	0	
orth	Methypostrosis		
entry	Metopion	0	
orth	Metopion		
ref	Mendesium.		
entry	Metopon	1	
orth	Metopon		
pb	0501	0509	
entry	Metra	0	
orth	Metra		
ref	Hystera, Matrix.		
entry	Metrenchytes	0	
orth	Metrenchytes		
entry	Metretes	0	
orth	Metretes		
entry	Metrios	0	
orth	Metrios		
entry	Metrocelides	0	
orth	Metrocelides		
entry	Metron	0	
orth	Metron		
ref	Mensura.		
entry	Metropolis	0	
orth	Metropolis		
entry	Metroproptosis	0	
orth	Metroproptosis		
ref	Procidentia		
entry	Metus	0	
orth	Metus		
entry	Mevium	0	
orth	Mevium		
entry	Miasma	0	
orth	Miasma		
entry	Mica	0	
orth	Mica		
entry	Micatio	0	
orth	Micatio		
entry	Micha	0	
orth	Micha		
entry	Micleta	0	
orth	Micleta		
entry	Microcosmetor	0	
orth	Microcosmetor		
entry	Microcosmus	1	
orth	Microcosmus		
pb	0502	0510	
entry	Micrologia	0	
orth	Micrologia		
entry	Microphthalmos	0	
orth	Microphthalmos		
entry	Microrchides	0	
orth	Microrchides		
entry	Microscopium	0	
orth	Microscopium		
entry	Microsphyctos	0	
orth	Microsphyctos		
entry	Miceospianchnos	0	
orth	Miceospianchnos		
entry	Microtrapezos	0	
orth	Microtrapezos		
entry	Mictio	0	
orth	Mictio		
entry	Micturiens	0	
orth	Micturiens		
entry	Mifres	0	
orth	Mifres		
entry	Migrana	0	
orth	Migrana		
entry	Miles	0	
orth	Miles		
entry	Milesius	0	
orth	Milesius		
entry	Miliarium	0	
orth	Miliarium		
entry	Miliolum	0	
orth	Miliolum		
entry	Milium	0	
orth	Milium		
entry	Millepedes	0	
orth	Millepedes		
entry	Milphae	0	
orth	Milphae		
ref	Madarosis.		
entry	Miltos	0	
orth	Miltos		
entry	Milvus	1	
orth	Milvus		
pb	0503	0511	
entry	Mimo	0	
orth	Mimo		
entry	Mina	0	
orth	Mina		
entry	Minera	0	
orth	Minera		
entry	Minerale	0	
orth	Minerale		
entry	Minerva	0	
orth	Minerva		
entry	Minister	0	
orth	Minister		
entry	Minium	0	
orth	Minium		
entry	Minoratio	0	
orth	Minoratio		
ref	Syrmaea. De minorativa evacuatione		
entry	Minuta	0	
orth	Minuta		
entry	Minutiae	0	
orth	Minutiae		
entry	Minutio	0	
orth	Minutio		
ref	Meiosis. Imminutio		
entry	Minia	0	
orth	Minia		
ref	Rubrum.		
entry	Minythesis	0	
orth	Minythesis		
entry	Mirabilis	0	
orth	Mirabilis		
entry	Mirach	0	
orth	Mirach		
entry	Miraculum	1	
orth	Miraculum		
pb	0504	0512	
ref	Evangeliurn		
entry	Mirach	0	
orth	Mirach		
entry	Mirmidones	0	
orth	Mirmidones		
entry	Misadir	0	
orth	Misadir		
entry	Misanthropia	0	
orth	Misanthropia		
entry	Miser	0	
orth	Miser		
entry	Miserere	0	
orth	Miserere		
ref	Etleos.		
entry	Misericordia	0	
orth	Misericordia		
entry	Mismar	0	
orth	Mismar		
entry	Misochymicus	0	
orth	Misochymicus		
entry	Misoptochos	0	
orth	Misoptochos		
entry	Misos	0	
orth	Misos		
ref	Odium.		
entry	Missa	0	
orth	Missa		
entry	Missadan	0	
orth	Missadan		
entry	Misserassi	0	
orth	Misserassi		
entry	Missio	0	
orth	Missio		
entry	Mistio	0	
orth	Mistio		
ref	Crosis.		
entry	Misy	1	
orth	Misy		
pb	0505	0513	
entry	Mitella	0	
orth	Mitella		
entry	Mithridatium	0	
orth	Mithridatium		
entry	Mitigatio	0	
orth	Mitigatio		
ref	Anodynos.		
entry	Mitulus	0	
orth	Mitulus		
entry	Miva	0	
orth	Miva		
entry	Mixaethria	0	
orth	Mixaethria		
entry	Mixopyos	0	
orth	Mixopyos		
entry	Mixtio	0	
orth	Mixtio		
ref	Mistio.		
entry	Mna	0	
orth	Mna		
entry	Mnasaei	0	
orth	Mnasaei		
entry	Mneme	0	
orth	Mneme		
entry	Mnemecephalicus	0	
orth	Mnemecephalicus		
entry	Mobilis	0	
orth	Mobilis		
ref	Eucinetos. Mobile		
entry	Mochlia	0	
orth	Mochlia		
entry	Mochthos	0	
orth	Mochthos		
entry	Moderatus	0	
orth	Moderatus		
entry	Modiolus	0	
orth	Modiolus		
entry	Modius	0	
orth	Modius		
entry	Modulatio	0	
orth	Modulatio		
entry	Modus	1	
orth	Modus		
pb	0506	0514	
entry	Moeror	0	
orth	Moeror		
entry	Mogilalos	0	
orth	Mogilalos		
entry	Mola	0	
orth	Mola		
ref	Epigonatis. t.		
entry	Molaris	0	
orth	Molaris		
ref	Dens. Mola, i.		
entry	Moleculae	0	
orth	Moleculae		
entry	Molendesis	0	
orth	Molendesis		
ref	Molynsis.		
entry	Molestia	0	
orth	Molestia		
entry	Molga	0	
orth	Molga		
entry	Molibato	0	
orth	Molibato		
entry	Molitio	0	
orth	Molitio		
ref	Mochleia.		
entry	Molitura	0	
orth	Molitura		
entry	Mollicinus	0	
orth	Mollicinus		
entry	Mollificatio	0	
orth	Mollificatio		
entry	Mollis	0	
orth	Mollis		
ref	Malacos.		
entry	Mollitorius	0	
orth	Mollitorius		
entry	Mollucca	0	
orth	Mollucca		
entry	Molluscum	0	
orth	Molluscum		
ref	Mala~		
entry	Moloch	0	
orth	Moloch		
entry	Molochine	0	
orth	Molochine		
entry	Molochites	0	
orth	Molochites		
entry	Molops	1	
orth	Molops		
pb	0507	0515	
entry	Molumae	0	
orth	Molumae		
entry	Molybdaena	0	
orth	Molybdaena		
ref	Galena, Lithargyrium.		
entry	Molybditis	0	
orth	Molybditis		
ref	Lithargyros.		
entry	Molybdochros	0	
orth	Molybdochros		
entry	Molybdoeides	0	
orth	Molybdoeides		
entry	Molybdos	0	
orth	Molybdos		
entry	Molynomae	0	
orth	Molynomae		
entry	Molynsis	0	
orth	Molynsis		
entry	Molyza	0	
orth	Molyza		
entry	Momiscus	0	
orth	Momiscus		
entry	Monae	0	
orth	Monae		
entry	Monarchia	0	
orth	Monarchia		
entry	Monas	0	
orth	Monas		
ref	Theatr, Chym. Vol.II. p. tili.seq.		
entry	Monedula	0	
orth	Monedula		
entry	Moneres	0	
orth	Moneres		
entry	Moneta	0	
orth	Moneta		
entry	Monoceros	1	
orth	Monoceros		
pb	0508	0516	
entry	Monocolon	0	
orth	Monocolon		
entry	Monoculum	0	
orth	Monoculum		
entry	Monoemeros	0	
orth	Monoemeros		
entry	Mononachia	0	
orth	Mononachia		
entry	Monomelon	0	
orth	Monomelon		
entry	Mononycha	0	
orth	Mononycha		
ref	Monycha.		
entry	Monopagia	0	
orth	Monopagia		
entry	Monophagia	0	
orth	Monophagia		
entry	Monorchis	0	
orth	Monorchis		
entry	Monositia	0	
orth	Monositia		
entry	Monoxylon	0	
orth	Monoxylon		
entry	Mons	0	
orth	Mons		
entry	Monstratio	0	
orth	Monstratio		
entry	Monstrum	0	
orth	Monstrum		
entry	Montanus	0	
orth	Montanus		
ref	Mons.		
entry	Monticola	0	
orth	Monticola		
entry	Montifringilla	0	
orth	Montifringilla		
entry	Monycha	0	
orth	Monycha		
entry	Mora	0	
orth	Mora		
pb	0509	0517	
entry	Morbidus	0	
orth	Morbidus		
entry	Morbilli	0	
orth	Morbilli		
entry	Morbus	0	
orth	Morbus		
entry	Mordax	0	
orth	Mordax		
ref	Dacno. Mordax		
entry	Mordilapides	0	
orth	Mordilapides		
entry	Mores	0	
orth	Mores		
ref	Mos.		
entry	Moretarium	0	
orth	Moretarium		
entry	Moretus	0	
orth	Moretus		
entry	Jjorgana	0	
orth	Jjorgana		
entry	Moria	0	
orth	Moria		
ref	Fatuitas.		
entry	Morion	0	
orth	Morion		
ref	Meros.		
entry	Mormyros	0	
orth	Mormyros		
entry	Moro	0	
orth	Moro		
entry	Morochthos	0	
orth	Morochthos		
entry	Morosis	0	
orth	Morosis		
ref	Fatuitas,		
entry	Morosus	0	
orth	Morosus		
ref	Dysantos.		
entry	Moroxos	0	
orth	Moroxos		
entry	Morphaea	0	
orth	Morphaea		
entry	Morphe	0	
orth	Morphe		
ref	Forma.		
entry	Morphnos	0	
orth	Morphnos		
entry	Morpiones	0	
orth	Morpiones		
entry	Mors	1	
orth	Mors		
pb	0510	0518	
entry	Morsellus	0	
orth	Morsellus		
entry	Morsus	0	
orth	Morsus		
entry	Mortalis	0	
orth	Mortalis		
ref	Funestus.		
entry	Mortariolum	0	
orth	Mortariolum		
entry	Mortarium	0	
orth	Mortarium		
entry	Mortiferus	0	
orth	Mortiferus		
entry	Mortificatio	0	
orth	Mortificatio		
entry	Morum	0	
orth	Morum		
ref	Pladarotes.		
entry	Mos	0	
orth	Mos		
entry	Mosa	0	
orth	Mosa		
entry	Mosch	0	
orth	Mosch		
entry	Moschelinum	0	
orth	Moschelinum		
pb	0511	0519	
entry	Moschus	0	
orth	Moschus		
entry	Mosquitae	0	
orth	Mosquitae		
entry	Mosyllon	0	
orth	Mosyllon		
entry	Motacilla	0	
orth	Motacilla		
entry	Motos	0	
orth	Motos		
ref	Linamentum.		
entry	Motus	0	
orth	Motus		
entry	Moxa	0	
orth	Moxa		
entry	Mucago	0	
orth	Mucago		
entry	Mucharum	0	
orth	Mucharum		
entry	Mucilaginosus	0	
orth	Mucilaginosus		
pb	0512	0520	
entry	Mucilago	0	
orth	Mucilago		
entry	Mucocarneus	0	
orth	Mucocarneus		
entry	Mucor	0	
orth	Mucor		
ref	Blenna.		
entry	Mucosus	0	
orth	Mucosus		
entry	Mucro	0	
orth	Mucro		
entry	Mucronatus	0	
orth	Mucronatus		
ref	Cartilago enstsarmis.		
entry	Mucus	0	
orth	Mucus		
entry	Mugil	0	
orth	Mugil		
ref	Cephalosl		
entry	Mugitus	0	
orth	Mugitus		
entry	Mulae	0	
orth	Mulae		
entry	Muliebris	0	
orth	Muliebris		
ref	Gynaeceis, Gyne.		
entry	Mullus	0	
orth	Mullus		
entry	Mulsa	0	
orth	Mulsa		
ref	Hydromel.t.		
entry	Multiparus	0	
orth	Multiparus		
entry	Multipedae	0	
orth	Multipedae		
ref	Asellus.		
entry	Multiplicatio	0	
orth	Multiplicatio		
entry	Multitudo	0	
orth	Multitudo		
entry	Mulus	0	
orth	Mulus		
entry	Mumia	1	
orth	Mumia		
pb	0513	0521	
entry	Mumisatio	0	
orth	Mumisatio		
entry	Mundatio	0	
orth	Mundatio		
entry	Mundificativus	0	
orth	Mundificativus		
entry	Mundus	0	
orth	Mundus		
ref	Cosmos.		
ref	Vol. IV. Th. Chym.		
entry	Muraena	0	
orth	Muraena		
entry	Murarium	0	
orth	Murarium		
ref	Nitrum.		
entry	Murci	0	
orth	Murci		
entry	Murex	0	
orth	Murex		
entry	Muria	0	
orth	Muria		
ref	Halme. Salsilago		
entry	Murmentum	0	
orth	Murmentum		
ref	Marmota.		
entry	Murmur	0	
orth	Murmur		
ref	Borborygmos.		
entry	Murrha	0	
orth	Murrha		
pb	0514	0522	
entry	Murteum	0	
orth	Murteum		
entry	Mus	0	
orth	Mus		
ref	Lacerta. Musculus.		
entry	Musa	0	
orth	Musa		
entry	Musadi	0	
orth	Musadi		
entry	Musaicum	0	
orth	Musaicum		
entry	Musalogia	0	
orth	Musalogia		
entry	Musca	0	
orth	Musca		
entry	Muscerda	0	
orth	Muscerda		
ref	Mus.		
entry	Muscosus	0	
orth	Muscosus		
entry	Musculosa	0	
orth	Musculosa		
entry	Musculus	0	
orth	Musculus		
entry	Muscus	0	
orth	Muscus		
entry	Musica	0	
orth	Musica		
entry	Mustela	0	
orth	Mustela		
ref	Gale.		
entry	Mustelus	0	
orth	Mustelus		
ref	Galeos.		
entry	Musteus	0	
orth	Musteus		
ref	Gleucinos.		
entry	Mustum	0	
orth	Mustum		
ref	Glettcos.		
entry	Mustus	0	
orth	Mustus		
entry	Musula	0	
orth	Musula		
entry	Mutatio	0	
orth	Mutatio		
ref	Metabolel		
entry	Mutilatio	1	
orth	Mutilatio		
pb	0515	0523	
entry	Mutis	0	
orth	Mutis		
entry	Mutulus	0	
orth	Mutulus		
ref	Myax.		
entry	Mutus	0	
orth	Mutus		
ref	Aphonia.		
entry	Myax	0	
orth	Myax		
entry	Myce	0	
orth	Myce		
entry	Myces	0	
orth	Myces		
ref	Fungus.		
entry	Mychthismos	0	
orth	Mychthismos		
entry	Myconoides	0	
orth	Myconoides		
entry	Mycteres	0	
orth	Mycteres		
entry	Mydao	0	
orth	Mydao		
entry	Mydesis	0	
orth	Mydesis		
entry	Mydion	0	
orth	Mydion		
entry	Mydriasis	0	
orth	Mydriasis		
entry	Mydros	0	
orth	Mydros		
entry	Myelos	0	
orth	Myelos		
ref	Medullai		
entry	Mygale	0	
orth	Mygale		
entry	Myia	0	
orth	Myia		
ref	Musea.		
entry	Mylacris	0	
orth	Mylacris		
ref	Mola, Epigottatis.		
entry	Myle	0	
orth	Myle		
ref	Mola.		
entry	Mylicos	0	
orth	Mylicos		
ref	Molaxis.		
entry	Mylites	0	
orth	Mylites		
entry	Mylohyoidei	0	
orth	Mylohyoidei		
entry	Mylos	0	
orth	Mylos		
ref	Coracinus.		
pb	0516	0524	
entry	Myocephalon	0	
orth	Myocephalon		
entry	Myodes	0	
orth	Myodes		
entry	Myologia	0	
orth	Myologia		
entry	Myopiasis	0	
orth	Myopiasis		
entry	Myotomia	0	
orth	Myotomia		
entry	Myracopon	0	
orth	Myracopon		
entry	Myringa	0	
orth	Myringa		
entry	Myrinum	0	
orth	Myrinum		
entry	Myrmecia	0	
orth	Myrmecia		
ref	Formica.		
entry	Myrmecites	0	
orth	Myrmecites		
entry	Myrmecium	0	
orth	Myrmecium		
entry	Myrmecizon	0	
orth	Myrmecizon		
ref	Formicans		
entry	Myrmex	0	
orth	Myrmex		
ref	Formica.		
entry	Myrobalanos	0	
orth	Myrobalanos		
entry	Myron	0	
orth	Myron		
entry	Myropissoceron	0	
orth	Myropissoceron		
entry	Myropoles	0	
orth	Myropoles		
ref	Pigmentarius.		
entry	Myrrha	0	
orth	Myrrha		
entry	Myrsinaton	0	
orth	Myrsinaton		
entry	Myrsinelaeon	0	
orth	Myrsinelaeon		
entry	Myrsinites	0	
orth	Myrsinites		
entry	Myrtidanon	1	
orth	Myrtidanon		
pb	0517	0525	
entry	Myrtocheilides	0	
orth	Myrtocheilides		
entry	Myrton	0	
orth	Myrton		
entry	Myrus	0	
orth	Myrus		
entry	Mys	0	
orth	Mys		
ref	Mus, musculus.		
entry	Mysattomae	0	
orth	Mysattomae		
entry	Mysis	0	
orth	Mysis		
ref	Myce.		
entry	Mystax	0	
orth	Mystax		
entry	Mysterion	0	
orth	Mysterion		
ref	Arcanum		
entry	Mystron	0	
orth	Mystron		
entry	Mytis	0	
orth	Mytis		
entry	Myttoton	0	
orth	Myttoton		
entry	Mytulus	0	
orth	Mytulus		
ref	Myax.		
entry	Myuros	0	
orth	Myuros		
entry	Myxa	0	
orth	Myxa		
entry	Myxinos	0	
orth	Myxinos		
ref	Mugil.		
entry	Myxorrhoos	0	
orth	Myxorrhoos		
entry	Myxosarcoma	0	
orth	Myxosarcoma		
entry	Myxoter	0	
orth	Myxoter		
entry	Myzo	0	
orth	Myzo		
ref	Myce,		
entry	N	0	
orth	N		
entry	Nabit	0	
orth	Nabit		
entry	Nacta	0	
orth	Nacta		
pb	0518	0526	
entry	Naducem	0	
orth	Naducem		
entry	Naevus	0	
orth	Naevus		
ref	Macula.		
entry	Nafda	0	
orth	Nafda		
entry	Nagemulus	0	
orth	Nagemulus		
entry	Nanus	0	
orth	Nanus		
entry	Naphtha	0	
orth	Naphtha		
entry	Napta	0	
orth	Napta		
entry	Napta	0	
orth	Napta		
ref	Nata.		
entry	Nar	0	
orth	Nar		
entry	Narbasaphar	0	
orth	Narbasaphar		
entry	Narcaphthon	0	
orth	Narcaphthon		
entry	Narce	0	
orth	Narce		
entry	Narcoticus	0	
orth	Narcoticus		
entry	Nardos	0	
orth	Nardos		
entry	Nares	0	
orth	Nares		
ref	Mycteres.		
entry	Narifusoria	0	
orth	Narifusoria		
entry	Narthex	0	
orth	Narthex		
entry	Nasa	0	
orth	Nasa		
pb	0519	0527	
entry	Nasale	0	
orth	Nasale		
ref	Errhtnoni		
entry	Nascale	0	
orth	Nascale		
entry	Nascitas	0	
orth	Nascitas		
entry	Nascor	0	
orth	Nascor		
entry	Nassa	0	
orth	Nassa		
entry	Nastos	0	
orth	Nastos		
entry	Nasus	0	
orth	Nasus		
entry	Nata	0	
orth	Nata		
entry	Nataron	0	
orth	Nataron		
entry	Natatio	0	
orth	Natatio		
ref	Dexamene.		
entry	Nates	0	
orth	Nates		
entry	Natio	0	
orth	Natio		
entry	Nativitas	0	
orth	Nativitas		
entry	Nativus	0	
orth	Nativus		
ref	Emphytos, Calidum. Nativa		
entry	Natrix	0	
orth	Natrix		
entry	Natta	0	
orth	Natta		
entry	Natulae	0	
orth	Natulae		
entry	Natura	1	
orth	Natura		
pb	0520	0528	
ref	Idtos.yncrasia.		
entry	Naturalis	1	
orth	Naturalis		
pb	0521	0529	
entry	Natus	0	
orth	Natus		
entry	Naviformis	0	
orth	Naviformis		
entry	Navigatio	0	
orth	Navigatio		
entry	Nausea	0	
orth	Nausea		
entry	Nausiosis	0	
orth	Nausiosis		
entry	Nautea	0	
orth	Nautea		
entry	Nautia	0	
orth	Nautia		
ref	Nausea.		
entry	Nautilia	0	
orth	Nautilia		
ref	Navigatio.		
entry	Nautilus	0	
orth	Nautilus		
entry	Naxia	0	
orth	Naxia		
ref	Cos		
entry	Neanicos	0	
orth	Neanicos		
entry	Neanis	0	
orth	Neanis		
entry	Neaniscos	0	
orth	Neaniscos		
ref	Juvenis.		
entry	Neapolita	0	
orth	Neapolita		
entry	Neapolitanus	0	
orth	Neapolitanus		
entry	Nearos	0	
orth	Nearos		
entry	Neastron	1	
orth	Neastron		
pb	0522	0530	
ref	Tab.		
entry	Nebula	0	
orth	Nebula		
entry	Nebulgen	0	
orth	Nebulgen		
entry	Necans	0	
orth	Necans		
entry	Necessitas	0	
orth	Necessitas		
ref	Dogm. N. p.IFseq.		
entry	Necessitudo	0	
orth	Necessitudo		
entry	Nechiasech	0	
orth	Nechiasech		
entry	Necroastrale	0	
orth	Necroastrale		
entry	Necrocomica	0	
orth	Necrocomica		
entry	Necrolium	0	
orth	Necrolium		
entry	Necromantia	0	
orth	Necromantia		
entry	Necrosis	0	
orth	Necrosis		
ref	Mortificatio.		
entry	Nectar	1	
orth	Nectar		
pb	0523	0531	
entry	Nectareus	0	
orth	Nectareus		
entry	Nectromantia	0	
orth	Nectromantia		
entry	Nedeon	0	
orth	Nedeon		
entry	Nedyia	0	
orth	Nedyia		
entry	Nedys	0	
orth	Nedys		
entry	Nedyusa	0	
orth	Nedyusa		
entry	Nefrendes	0	
orth	Nefrendes		
entry	Neiaera	0	
orth	Neiaera		
entry	Neilion	0	
orth	Neilion		
entry	Nenemie	0	
orth	Nenemie		
entry	Nenufar	0	
orth	Nenufar		
entry	Nenufareni	0	
orth	Nenufareni		
entry	Neochmos	0	
orth	Neochmos		
entry	Neognos	0	
orth	Neognos		
ref	Natus.		
entry	Neopotos	0	
orth	Neopotos		
entry	Neorrhophetos	0	
orth	Neorrhophetos		
entry	Neos	0	
orth	Neos		
ref	Juvenis.		
entry	Neotericus	0	
orth	Neotericus		
entry	Neoteropoeeo	0	
orth	Neoteropoeeo		
entry	Nepa	0	
orth	Nepa		
entry	Nepenthes	0	
orth	Nepenthes		
pb	0524	0532	
entry	Nephele	0	
orth	Nephele		
ref	Nubes.		
entry	Nepheloides	0	
orth	Nepheloides		
entry	Nephridion	0	
orth	Nephridion		
entry	Nephriticos	0	
orth	Nephriticos		
entry	Nephritis	0	
orth	Nephritis		
ref	Calculus		
ref	Ius.		
entry	Nephros	0	
orth	Nephros		
entry	Nephrotomia	0	
orth	Nephrotomia		
entry	Nepion	0	
orth	Nepion		
entry	Nepones	0	
orth	Nepones		
entry	Nerita	0	
orth	Nerita		
entry	Neroniana	0	
orth	Neroniana		
entry	Nervalia	0	
orth	Nervalia		
entry	Nervi	0	
orth	Nervi		
entry	Nervinus	0	
orth	Nervinus		
entry	Nervus	0	
orth	Nervus		
pb	0525	0533	
entry	Nesder	0	
orth	Nesder		
entry	Nesis	0	
orth	Nesis		
entry	Nesteie	0	
orth	Nesteie		
entry	Netopon	0	
orth	Netopon		
ref	Metopion.		
entry	Neurochondrodes	0	
orth	Neurochondrodes		
entry	Neurologia	0	
orth	Neurologia		
entry	Neurometores	0	
orth	Neurometores		
entry	Neuron	0	
orth	Neuron		
entry	Neurotomia	0	
orth	Neurotomia		
entry	Neurotrotos	0	
orth	Neurotrotos		
entry	Neuter	0	
orth	Neuter		
entry	Neutha	0	
orth	Neutha		
entry	Nevus	0	
orth	Nevus		
entry	Nexis	0	
orth	Nexis		
ref	Natatio.		
entry	Nexus	0	
orth	Nexus		
entry	Nicarion	0	
orth	Nicarion		
entry	Niccolus	0	
orth	Niccolus		
entry	Nicodemus	0	
orth	Nicodemus		
entry	Nicon	0	
orth	Nicon		
entry	Nicotiana	0	
orth	Nicotiana		
entry	Nidor	0	
orth	Nidor		
entry	Niger	0	
orth	Niger		
ref	Melas, Melasrna, Melasinos		
entry	Nigrificatio	1	
orth	Nigrificatio		
pb	0526	0534	
entry	Nigromantia	0	
orth	Nigromantia		
entry	Nihil	0	
orth	Nihil		
entry	Niliacum	0	
orth	Niliacum		
entry	Nimbus	0	
orth	Nimbus		
ref	Imber. Nimbos ex		
entry	Nimium	0	
orth	Nimium		
entry	Niopon	0	
orth	Niopon		
entry	Niphetos	0	
orth	Niphetos		
entry	Nisus	0	
orth	Nisus		
entry	Nitedula	0	
orth	Nitedula		
ref	Cicindela.		
entry	Nitiala	0	
orth	Nitiala		
entry	Nitor	0	
orth	Nitor		
entry	Nitriales	0	
orth	Nitriales		
entry	Nitrum	0	
orth	Nitrum		
entry	Nix	0	
orth	Nix		
entry	Nixia	1	
orth	Nixia		
pb	0527	0535	
entry	Noas	0	
orth	Noas		
entry	Nobach	0	
orth	Nobach		
entry	Nocasit	0	
orth	Nocasit		
entry	Nocens	0	
orth	Nocens		
entry	Nochat	0	
orth	Nochat		
entry	Nocheles	0	
orth	Nocheles		
entry	Noctambulo	0	
orth	Noctambulo		
entry	Noctidiale	0	
orth	Noctidiale		
entry	Noctiluca	0	
orth	Noctiluca		
ref	Cicindela.		
entry	Noctisurgium	0	
orth	Noctisurgium		
entry	Noctua	0	
orth	Noctua		
entry	Noctuini	0	
orth	Noctuini		
entry	Nocturnus	0	
orth	Nocturnus		
entry	Nodosus	0	
orth	Nodosus		
entry	Nodulus	0	
orth	Nodulus		
entry	Nodus	1	
orth	Nodus		
ref	Condylus.		
pb	0528	0536	
entry	Noera	0	
orth	Noera		
entry	Noli	0	
orth	Noli		
entry	Nomas	0	
orth	Nomas		
entry	Nome	0	
orth	Nome		
entry	Nomen	0	
orth	Nomen		
entry	Nomos	0	
orth	Nomos		
entry	Nomothetema	0	
orth	Nomothetema		
entry	Nonanus	0	
orth	Nonanus		
entry	Nonens	0	
orth	Nonens		
entry	Nora	0	
orth	Nora		
entry	Noseros	0	
orth	Noseros		
entry	Nosididach	0	
orth	Nosididach		
entry	Nosocomion	0	
orth	Nosocomion		
entry	Nosocomos	0	
orth	Nosocomos		
entry	Nosodochium	0	
orth	Nosodochium		
entry	Nosologia	0	
orth	Nosologia		
entry	Nosopoeeticos	0	
orth	Nosopoeeticos		
entry	Rosos	0	
orth	Rosos		
entry	Noster	0	
orth	Noster		
entry	Nostoch	0	
orth	Nostoch		
pb	0529	0537	
entry	Nostos	0	
orth	Nostos		
entry	Nota	0	
orth	Nota		
entry	Nothos	0	
orth	Nothos		
ref	Illegitimus.		
entry	Nothros	0	
orth	Nothros		
entry	Notiaeos	0	
orth	Notiaeos		
ref	Medulla.		
entry	Notiodes	0	
orth	Notiodes		
entry	Notios	0	
orth	Notios		
ref	Auster.		
entry	Notis	0	
orth	Notis		
ref	Notiodes.		
entry	Noton	0	
orth	Noton		
entry	Notos	0	
orth	Notos		
ref	Auster.		
entry	Novacula	0	
orth	Novacula		
entry	Novale	0	
orth	Novale		
entry	Novator	0	
orth	Novator		
entry	Novilunivm	0	
orth	Novilunivm		
entry	Nox	0	
orth	Nox		
entry	Noxa	0	
orth	Noxa		
ref	Blabe.		
entry	Nuba	0	
orth	Nuba		
entry	Nubes	0	
orth	Nubes		
ref	Enaeorema.		
entry	Nucha	0	
orth	Nucha		
entry	Nucleus	1	
orth	Nucleus		
pb	0530	0538	
entry	Nudus	0	
orth	Nudus		
ref	Psiloma.		
entry	Nuhar	0	
orth	Nuhar		
entry	Numen	0	
orth	Numen		
entry	Numenius	0	
orth	Numenius		
entry	Numerus	0	
orth	Numerus		
entry	Nuncium	0	
orth	Nuncium		
entry	Nundinatio	0	
orth	Nundinatio		
ref	Apempolesis.		
entry	Nus	0	
orth	Nus		
ref	Mens, Animus.		
entry	Nuscitiosus	0	
orth	Nuscitiosus		
ref	Lusciosus. □ NUSIADATji. e. Armoniacum		
entry	Nusis	0	
orth	Nusis		
entry	Nustum	0	
orth	Nustum		
entry	Nutricatio	0	
orth	Nutricatio		
entry	Nutricolum	0	
orth	Nutricolum		
entry	Nutrimentum	0	
orth	Nutrimentum		
entry	Nutritio	1	
orth	Nutritio		
pb	0531	0539	
entry	Nutritorius	0	
orth	Nutritorius		
entry	Nutrix	0	
orth	Nutrix		
entry	Nux	0	
orth	Nux		
entry	Nychthemeron	0	
orth	Nychthemeron		
ref	Noctidiale.		
entry	Nyctalops	0	
orth	Nyctalops		
ref	Lusciosus.		
entry	Nycterinos	0	
orth	Nycterinos		
ref	Nox.		
entry	Nycteris	0	
orth	Nycteris		
ref	Vespertilio.		
entry	Nycticorax	0	
orth	Nycticorax		
entry	Nyctoeides	0	
orth	Nyctoeides		
entry	Nygma	0	
orth	Nygma		
entry	Nytpmaticos	0	
orth	Nytpmaticos		
entry	Nympha	0	
orth	Nympha		
entry	Nymphaea	1	
orth	Nymphaea		
pb	0532	0540	
entry	Nymphes	0	
orth	Nymphes		
entry	Nymphidica	0	
orth	Nymphidica		
entry	Nymphomania	0	
orth	Nymphomania		
entry	Nymphotomia	0	
orth	Nymphotomia		
entry	Nysadir	0	
orth	Nysadir		
entry	Nystagmos	0	
orth	Nystagmos		
entry	Nyx	0	
orth	Nyx		
ref	Nox.		
entry	Nyxis	0	
orth	Nyxis		
entry	O	0	
orth	O		
entry	Obambulatio	0	
orth	Obambulatio		
entry	Obauditio	0	
orth	Obauditio		
ref	Baryeeoia, Cophosis, Surditas.		
entry	Obcorcatio	0	
orth	Obcorcatio		
ref	Coecitas.		
entry	Obdormisco	0	
orth	Obdormisco		
entry	Obduco	0	
orth	Obduco		
entry	Obduro	0	
orth	Obduro		
entry	Obedientia	0	
orth	Obedientia		
entry	Obelaea	0	
orth	Obelaea		
entry	Obelchera	0	
orth	Obelchera		
entry	Obesitas	0	
orth	Obesitas		
entry	Obex	0	
orth	Obex		
ref	Problema.		
entry	Obfuscatio	0	
orth	Obfuscatio		
entry	Objectum	0	
orth	Objectum		
entry	Obitus	0	
orth	Obitus		
pb	0533	0541	
entry	Oblaesio	0	
orth	Oblaesio		
